4027,374437
204,8385277
630,747886
134,5431171
49,82109455
0,81727408
217,8386951
68,30332684
30,27133137
4179,291929
114,6072595
1952,997045
2403,840296
2174,153099
0
544,2693436
895,8649853
1149,865125
3909,471562
620,4242462
64,38980906
1238,650014
1247,158683
3919,917903
894,4847502
345,423703
3402,354171
850,3555513
1173,972214
1700,654606
664,7636438
540,5552561
2427,077887
340,6371805
629,489739
1208,029118
17406,68053
9671,513443
731,2873763
2716,110073
89,90106491
689,9950805
163,3589734
38,93247936
6570,691164
3040,192548
3853,373732
9212,497961
1416,020842
7058,588115
6233,652433
5622,358961
2355,753814
801,2915562
95,52256003
0
143,3270236
3,330066296
2,107183447
0
0
0
37,723041
1805,024639
854,4037927
305,5153601
549,6235452
0
16,04721546
109,4909052
273,8031235
1012,03516
445,0816637
156,3781602
43,30784008
182,372961
697,6872908
2483,588501
178,8615107
235,2867547
1005,812653
233,5492385
324,8534736
175,9299038
214,3220878
179,1748878
928,248288
257,2429506
300,0692896
589,9065398
5848,533891
2592,819604
355,1469544
1085,843048
3,588008301
461,8655273
65,93815295
11,5834263
2866,746552
819,2087389
952,2477398
2243,43659
351,5526311
2771,059845
2266,37152
2403,94253
587,2541583
393,5136247
6,079067147
0
9,842193574
0
0
0
0
0
19,01171064
4523,104537
795,9179038
1251,130706
2705,245078
358,9035935
27,78368075
373,2346108
953,280665
722,4435047
2601,302723
1003,956662
41,062185
1573,815378
1462,858097
5500,945916
1180,818545
266,4107166
2088,125697
1619,543345
1356,258063
2018,762409
997,4631696
614,0499825
1291,294385
824,9677564
891,1428554
1890,023138
18814,53862
25504,10019
1807,54469
4564,538803
9,008181958
3620,970857
330,0104713
112,7812827
9638,27112
8013,961217
11425,58774
25232,92692
2293,941066
25862,83738
12394,64305
8011,871365
8282,481592
1881,729456
504,6801056
2,582600738
272,2049198
22,00271806
179,4316133
0
85,73008395
76,83424953
131,7992851
306,206207
0
69,21268649
30,89492512
0
0
10,05146012
26,56919508
85,41246618
246,4953549
18,93320885
27,70461506
152,6661164
1843,549174
762,4581623
421,2752631
22,15986489
455,2424188
39,60562986
224,77962
438,9834367
118,144439
71,86797609
381,5936732
112,2380953
78,73780643
165,6674989
6022,842668
1386,852634
121,0354427
736,3283427
16,21946954
438,0377654
81,71055821
7,40977371
2570,195071
517,4766183
439,3758476
1653,499744
285,5496923
2826,879497
1990,453147
2054,189374
252,8257296
219,368008
1084,242553
23,44988688
206,7172899
14,70536884
17,5997071
40,34176131
434,8089543
0,214157401
175,1040071
79,91792762
20,50293061
456,7966081
293,3529837
0
180,5373313
48,1192659
18,09904186
49,66442193
184,2285319
48,39086207
12,6473803
49,07650128
0
149,5486522
8,703690049
22,03097687
270,6340606
45,74006322
166,8470105
335,6838711
199,3508069
799,5251853
715,9343693
65,32255118
61,24718406
103,1649738
4528,554985
1488,438552
98,93701065
886,0731227
2,738671693
0
21,1475133
7,883921175
1325,425674
350,4446921
279,7898483
1105,068697
142,2969542
1862,253173
1258,355225
1024,66232
282,9749942
42,73714728
370,3330038
81,32987564
65,60459344
39,77464661
19,73548233
0
0
2,522113727
-0,47596943
584,0851869
17,52550442
329,0647337
210,7674601
1529,576986
0
250,8572809
77,18761015
107,0944771
116,6990328
35,83489598
11,92179288
30,33859269
0
242,3533037
39,49441847
41,66576371
69,27031486
61,52325738
157,8596642
123,2243077
66,93724665
33,93121852
345,2005051
64,87836159
71,39084524
168,0128966
1562,176491
649,4012758
118,6939413
382,6572473
0
8,692168153
53,92548395
6,303457977
1289,39068
374,378957
309,8019061
803,6088566
139,7349941
1305,559682
790,3376488
875,9614741
369,9722484
35,3051531
101,799599
9,266778878
105,9632558
21,3661036
16,75949094
0
0
0
-0,393431098
33,37901954
0
77,27097579
26,49118311
4,886657832
10,11538751
0,676098776
3,584220823
13,04543972
6,343108485
1,340709297
0,04906713
1,74438356
0
5,270352288
0,277252689
0,228884328
4,675908873
0,852830676
3,937413906
4,424262368
7,068045146
2,495072014
22,07157597
3,968142278
4,62112108
7,485588787
1005,76677
227,6118986
18,175601
77,39270792
6,596506487
28,78379633
1,676387013
4,725092025
577,2213026
75,01899547
80,75822054
241,9387796
19,21198275
974,9682824
284,4421287
288,4638191
67,59277082
10,3599642
292,0020377
162,8882328
109,5769397
102,8562935
21,94333877
0,063083715
17,56311896
7,670008511
-0,939621467
252,2708244
2,153188752
113,5773498
192,3315365
295,5679892
724,6980802
156,3148597
52,8800297
45,28852557
179,1152525
42,0275698
1,652230738
162,8616818
0
453,5377679
47,73962498
41,4671063
138,7841643
13,51095295
131,3359162
48,50131331
57,59173849
65,3034095
220,654761
31,72155673
38,71062446
75,80820829
2642,555361
380,1091852
66,40029282
158,1546821
4,717567945
6,924382767
23,26704434
8,147734278
1827,878563
167,8837435
196,9474142
620,6646138
165,2801016
1672,963902
1294,954967
1055,260031
204,8242011
33,7371439
432,0703734
36,22513868
175,9624386
12,20230502
3,527488779
6562,934974
368,0469746
0
-0,412969417
245,6690189
134,4641886
223,2371187
136,9193525
42,04113262
0
12,43080651
25,13673844
110,9360542
27,11088301
8,115044357
0,251765038
3,234632214
8,559923665
10,37260891
2,711663833
4,219421237
18,06338655
5,704649787
13,68268806
1,379635117
15,03023183
10,03865037
200,5781385
55,92841848
19,38705989
43,66285577
1738,24225
691,2813907
24,38915543
286,8337592
3,948596116
128,1168807
14,11485992
4,293987025
939,5381845
242,2147375
203,7155915
699,0851312
87,28265907
1416,09671
1094,840939
916,4270207
103,5738517
