33,62317262
1070,346046
825,2363747
919,9516857
159,632351
37,72115254
1201,146788
137,4800542
1157,802938
82,00802494
50,04919013
0
25,75095024
0
43,66974217
155,7695225
459,3937074
86,07630146
79,64884095
184,6158785
0
3,378693367
51,06962501
203,0325043
20,33242479
2,405749396
8,637400213
11,96114303
173,4815674
43,9681281
4,272856612
117,283206
51,28005853
2,759305053
26,16925268
11,99728528
9,236106792
10,16056617
237,3775025
93,02766643
26,19890961
64,62886335
2613,412629
1139,442868
98,5562299
750,1801131
11,55873899
198,0168151
308,6931322
25,19987383
1684,570887
510,5226978
480,5480238
748,2162642
514,825059
1457,579077
1380,978931
1935,437236
352,0671982
56,59602504
2641,778684
21,82527581
889,7200439
16,61243265
66,71386858
0
30712,98519
0
82,9967317
373,255397
468,9853824
195,995865
422,8601738
0
3,378304546
11,48375583
30,05231291
144,4078551
31,72366427
10,33787869
12,05838339
25,16799676
162,5175128
83,98026409
11,04129203
123,2504124
117,3993072
10,01798177
68,51501061
13,11469983
23,3155173
12,79672442
427,6050035
169,132577
36,95784887
78,02802476
5119,354276
2142,702449
202,1403408
1412,757751
12,82975239
134,2473387
881,5775158
46,6181391
1434,969244
621,3398486
746,4784658
946,1048794
994,3977086
2020,078978
754,5884382
1077,007074
270,7826246
33,72146027
1419,526129
335,6273126
658,5109943
168,0288226
183,9944409
0
21,51681221
658,2190416
75,12498886
136,5118125
3,129190783
87,98635269
117,8797496
88,81297536
13,20961997
4,758401016
13,64732126
10,018644
140,6175363
46,19484733
26,82492439
50,88317522
0
66,03648234
10,34860212
66,05862954
76,08519404
8,918652148
27,55285193
51,80390713
46,39568105
23,69842909
270,0308155
9,570355752
27,7327114
62,79410705
3097,613451
1770,01413
122,9969316
587,473365
0
56,25478908
66,69297496
32,98155783
1703,071062
440,4003615
600,5284374
1102,588562
602,7107706
2089,74891
1444,779944
1907,166644
412,9617702
61,13739671
1286,487153
139,2337706
357,6826948
28,30438727
8,678755496
332,4254107
251,9751145
0
49,52722167
220,0666431
0
74,52574662
195,1194609
0
5,883486923
6,431185783
25,10829543
73,02967607
111,0292501
101,1598594
6,960378016
59,34274459
1771,908625
35,13812075
55,88326224
350,5581385
143,4517692
10,51478738
33,79502234
13,62279544
29,48924772
16,89206664
473,5396022
49,2191385
43,40786864
108,9929964
3480,579869
1308,305943
122,3633656
1113,977264
0
134,6318919
134,3237534
52,28225551
1596,020692
483,436719
651,9028224
1256,110405
660,6964185
1769,728272
1260,006895
1808,912869
736,9829363
48,57550218
609,875324
253,887299
594,353046
73,11807057
5,995947246
0
0
7,074915566
39,1227182
121,5859996
11,1642796
43,20257433
141,6406749
266,8341825
26,30460423
5,482828616
66,72212632
26,69161586
38,35544106
39,398106
25,28667666
42,73710694
0
107,5290372
9,360052981
35,34068278
82,07806627
15,61777061
16,17822141
12,39211263
36,14777671
41,10279071
146,6794407
75,87701837
31,75203673
80,0120774
1766,017239
926,535725
175,7570864
371,1124234
0
24,98198006
177,7046112
18,49413749
833,6329723
305,9754596
327,2224584
747,048789
475,3728341
824,537797
442,407498
639,8462418
223,600709
20,63452381
394,0687835
409,0911768
444,7703865
116,5734687
9,342187487
0
0
17,458019
57,92339014
510,9174316
68,51764038
249,2447546
351,8893694
1730,940352
289,4393892
59,26192355
123,7137477
117,2157671
486,8975586
90,06785803
62,94743826
198,0190288
0
356,5431513
116,0947948
186,3339003
328,8556626
208,7805482
155,403046
613,1193548
87,69847963
104,7166237
208,1359605
127,2332494
89,62299721
224,8314699
2496,417466
1313,088713
372,9483718
959,1143009
0
281,2904866
297,3698059
42,44818901
1519,215384
827,2406364
781,2276317
964,5941866
1632,035845
1262,009995
843,5753059
1367,486987
546,7501174
80,38933692
3288,6721
476,7610708
2141,062594
107,6817073
108,1948014
24,32910182
3885,805168
5,930486799
471,2659532
300,8721478
121,5222415
296,3803588
466,23251
140,3311012
191,5027452
77,74786075
72,23834685
344,3549574
1718,147433
1133,549553
140,8073494
917,6895771
11156,4303
1648,207394
535,477801
4132,058485
1704,21482
462,3413328
860,7410483
442,1550831
409,3812207
389,2250962
1686,296719
289,8135881
180,4817183
410,1932017
16358,27445
4137,564813
486,4217767
5107,422289
127,1728528
151,2946377
557,0713375
89,03936189
1977,252281
2736,901079
2108,762786
4323,202565
3232,224563
2932,512727
2425,103749
2953,556639
677,8125763
268,4284143
414,6592281
0
511,68342
23,60865357
63,82331189
0
59,30839242
0
18,82478212
92,53504107
0
45,92812989
70,75846147
5,43334158
10,99807747
5,664453177
10,04607412
165,5040603
181,1504676
38,00195074
11,36986805
78,06692737
167,8639248
97,50625147
42,59210871
377,2339846
122,9686535
11,55821763
25,48734785
25,81536953
51,34656181
31,85323059
182,8508261
57,04433794
22,99846956
50,52858306
1774,069435
731,1228127
42,51831904
187,7084017
2,184595296
10,63212184
311,1617694
15,87587419
829,2765697
324,7425335
279,5680046
416,1929057
240,097436
1373,003119
832,7460233
1279,110298
231,3070671
50,77111647
2293,491488
1068,027648
712,7341891
53,81581106
75,90518047
0
1200,540522
17,66874749
117,0038735
644,4125145
22,12981059
382,1737479
701,3281651
223,8886413
4,838836206
39,07974923
65,64136683
220,4951074
511,7602792
51,36897688
26,31395951
154,9592968
598,3584476
446,3138527
45,56728918
861,5512253
368,1886727
100,7571009
187,3285838
43,538434
74,79853433
96,85054307
601,2596534
217,6677023
51,27091012
130,3995999
3693,257646
1873,902259
262,1618263
1241,571968
0
5,647912794
410,00394
64,98566528
2037,905109
957,2602404
797,1036031
1097,3234
1263,746133
2212,536889
1162,394039
1512,052357
480,7054167
40,27221683
3570,136385
560,3541668
1820,168368
105,2314283
857,8325324
4,2304215
0
53,27928054
213,311013
2659,538821
2126,878077
895,893208
2881,183934
787,1559645
4510,716418
572,2030195
782,1104253
1256,428057
1664,460962
619,0422923
276,8661633
2998,070283
3196,606222
6725,951742
1808,665114
2325,517682
2624,665111
841,9168862
1300,12982
1197,263764
484,3292573
593,4563222
3048,620669
774,7857367
585,6919862
1370,095518
8680,278616
9714,192805
1315,909566
5605,302163
12,96660041
790,0951697
1578,515017
192,1592216
5743,969077
4337,005976
5013,513968
10806,20001
10572,6484
6550,342921
4154,131199
5756,191889
2013,48333
506,8265596
537,8989562
0
677,1497328
61,18938243
3,995616943
0
3174,098437
0
13,41083083
319,8849493
0
17,27373932
102,9451156
0
0
14,31008833
0
0
7,700547555
2,718560884
5,276185717
8,904095715
0
0
1,151253722
13,0636268
13,26906703
2,023108251
14,39894758
0
0,627801973
1,264883491
45,07198742
0
7,007032374
18,24561562
1216,883075
273,9700178
13,108278
106,1885886
0
20,65047526
7,869282183
13,335929
455,4008422
61,27691279
107,8860287
163,5667314
27,90722012
583,1706581
242,0959132
240,6113094
28,39120228
2,981709367
1082,4948
4,22331361
926,1604443
9,108030904
10,70544628
0
11835,40948
0
48,51776808
60,01089588
0
120,0274598
350,8265652
0
0
0
112,3287987
144,7437925
8,882263598
1,899591579
0
8,290920287
0
10,07403191
4,9077734
23,85514341
50,79153502
0
48,92954235
0
4,681633217
2,707002838
410,7779282
48,63920995
16,8521618
47,87056776
2095,329295
1571,105389
67,68537745
1135,61327
5,842504353
483,3891705
227,5476515
29,29106146
896,0412566
152,2731739
307,2344657
380,6449523
196,6858469
756,0559204
377,4164199
472,1262533
40,6287715
21,75092074
138,319149
1,688895453
86,69849391
58,27656062
12,84326566
0
2551,431332
1,961917253
2,410881879
15,12866394
0
4,819978956
26,39863736
0
0
3,327513676
0
4,02953854
3,08662695
0
1,026912284
7,046180524
0
2,285171985
0
6,946433636
15,73911525
0,498763585
1,657883102
0
2,751539591
2,954235041
35,76356629
1,826723165
1,380894185
1,79785558
562,8591348
241,0830565
17,33129738
46,79958741
18,70015803
43,68531429
8,323587256
17,54627823
570,424492
24,06992815
90,86152215
158,3391278
70,17688078
616,0007464
343,8597956
370,7487434
57,95075381
11,50657339
0
0
4,843887401
1,288809599
19,69302334
0
0
0
1,934279811
0
0
0
0
0
0
0
25,54180187
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10,099468
56,18412107
0
3,278155659
2,13399785
87,66343524
324,1383077
12,07102092
24,14466502
0
366,2418676
45,0898713
2,396225933
711,2038128
34,60572543
60,25964449
66,42707652
66,31346233
210,904717
37,93118606
62,67956808
11,71060112
0,712032469
4,123241411
0
4,896851203
19,5435246
130,9356856
0
0
0
1,78275669
0,727379156
0
1,10077619
2,065194725
0
0
0
0,24385311
4,843458669
0,716895549
0,084560124
0
3,439085537
0
3,701986611
0
2,38705235
4,166245388
0
2,106491314
1,195733288
1,253672934
1,506663125
25,73840877
0
3,378937761
8,798417974
79,0181469
142,1028736
0
0
3,117802481
84,9739048
10,40818784
3,585074413
108,3135629
9,010169223
25,83594087
23,99373552
3,254609059
162,2194699
78,42280499
74,39433709
12,29512484
0,47346284
7,975980217
0
3,157482543
7,560981763
20,7364905
0
0
50,48001798
0
6,311721258
0
1,256818008
2,100048168
0
0
0
0,264499754
1,260851132
0,401641781
0
0,177530509
0
0
0
0
4,09392727
3,023273627
0
0,337189955
0,638010787
1,213976464
0,532002241
1,661179921
0
0
0
133,301464
23,77138051
0
0
0
8,884175656
3,385495216
1,679220585
54,13605659
1,097175771
10,59833897
9,79820838
1,628995403
102,5349155
52,38282159
43,96710688
3,895296592
0
151,4027699
0
24,51943955
13,04773891
0
0
0
0
5,457043421
5,885411178
0
2,954682227
2,848298836
0
0
0,4707208
0,687587793
1,615089245
2,366671327
0,187143992
0,627268746
1,241543616
0
2,991110176
0
0,628916426
5,409368143
0
2,059039018
0,490061788
2,671801034
1,405706727
7,456921082
1,438890917
0,543858024
1,41615222
246,3909337
88,29726203
0,997484756
14,36534119
2,152536208
14,66653259
0
2,772158542
107,6100577
11,72232011
23,72428112
33,97669679
3,285684739
243,7168429
78,93015942
83,27830117
11,33342446
1,818456301
16,47000073
0
0
6,691306992
0
0
0
0
1,755898706
0
0
0
0,346579954
0
0
0
0,089287217
0,614792657
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1,661179921
0
0
0
79,57903072
27,08775924
0
0
0
28,03463861
0
1,766299394
59,65496209
0,445967421
4,733514586
10,21191858
1,626086872
74,39166804
60,87596
41,2696486
3,942658483
0,175182219
127,3178608
0
25,20091023
80,46225438
15,76235946
0
0
0
3,505540053
0
0
1,189672808
8,614032264
0
0
0
0,208640765
2,154913336
0,112327891
0,019024829
0
0
0
0
0
0,959023079
0,928419018
0
0,22003924
0,213510342
0,084567843
0,021364149
6,404024533
0
1,401200343
0
142,834858
42,75002084
0
1,564903484
1,875910285
5,477876861
0
1,639363392
58,81175988
7,279791459
18,6994525
25,07599766
4,868996778
158,0211301
79,08951869
64,34060297
6,460710732
1,119555858
